msno,city,bd,gender,registered_via,registration_init_time
a7FvX8XYZXafz7cOsozAtd3Hy3Kt3oICzf0Ws0rdlJ4=,6,23,female,9,20060103
/YWIdyd19EDWyFBzlvsYnYMfg1wZWSY9G+6DAHRHLGo=,13,28,male,3,20120822
JlzX3sylmHb7tJX4gqOKp8OF5KNgu25+mj0AoD4TJD0=,13,23,female,9,20071025
njSwwZZSq02h5VsAzJnZT/jsZz6LQW6zlQ6tm80RtGg=,1,0,,9,20150916
4Yop+KgJ0Xph5Q0Z/8yNQvi4kAuSfzhSFonHm1T5Jq0=,1,21,female,3,20140916
z6xZtmHgcugfTeuqm8rPSO8KdFDgWDOfFmqq4M0Cdl0=,22,30,female,7,20110304
3Z19Lj2Lti6eZJKXO0wfcVI69yXHsXkCn9Lvw49knSI=,6,28,male,3,20140302
l6rUCoUy+NuhuY0LLtfp3mWbHYgxK6LbWcY3hf1YbYE=,13,0,,7,20151022
yIx/gpUUMEZgLyDvi78p+pq7RuR5NM+0TeybhALwd9E=,13,27,female,9,20081201
oaNWfBvlm10SedzNVOWLrXt/q4pTqL+f5JlQ22El8iA=,13,44,female,9,20090507
DSUDNJx924jLkVmCIEJls+1NqtyaseGXvurs2TAmo58=,6,24,female,9,20131220
kozMizkAdil7p7RkSMCR4gSdr/6Mt1pZmtN1/+IjIm0=,1,0,,7,20130416
iPiYQ2VaGZynZTsHwcLOOl7lEg+kVQnLT8nYLEvRnyw=,13,37,male,7,20110401
uabDdvLNEqUtzQR9ZLC5hrD8bIiAa4UYz1i1pAOFGOA=,12,26,male,3,20130417
fH0NBXsqNrdrWHUKW0Ia/PvAzxbFSALc26tMqVpd1yM=,4,27,male,9,20080923
Rch5sicIGYq5dYO21zQTs3WnQPQuF5E9uwvqU6gKBYs=,1,0,,7,20110520
mCGwK3BaM0yjF8MbYSFOUYxbOpaeMnCGnPDUa+oq048=,1,0,,7,20131015
F2Zrgl7DTuue4JeAFrXyn2BkthiZRFXWcdl3g8kb0hg=,4,0,,7,20120213
taiVmsjEzfCwB2Qg7JOoXNia1Tpqrh5fX14bKmb42ZU=,12,26,male,9,20100128
5Voe7xWjT9ItAAFjOIbrB/Ot+qeM6mccjbmq5YqvkP0=,22,26,male,9,20130305
FB1sWB6lZs1htccjHyJikhGnDcL/tzF8oR/xl4tWR1M=,13,31,male,3,20120614
dHmChGcmM4Q/s8npu9jToS8KWzTfdVlN7uuJrXtpRNA=,1,0,,7,20150324
/zcnJ2eEraP21gmhntVB2eiIdZVZ2BpARePHkKpA8nY=,13,28,male,9,20081112
t+91qAekMqwY9FU6ntIR9/wEDNgAKFatG+aj8bxqTA0=,1,0,,7,20100924
cuyNGZMJ34xBEmJ9omjlExcsFlWo0Z4bPFodlKTT9Tg=,18,28,male,7,20131201
DOU0/XbJRhgJTOZyB4U8axnCFVbkZ9HSudwXbusI4EE=,5,42,female,9,20091115
aPQB8NNP91MgI0KKAqBZHkVVDEBXOf47AwTtMp5lFws=,1,0,,9,20141004
aPi/5frj2Pf12CfTPr7VkPlNI06CH/EdhVz3tCqiVYo=,1,0,,7,20150711
l3DvbFGdJyRdejmw0IdIuniygfGDsB+I+yFDffTiVSQ=,15,30,female,9,20050312
FbLgX3Om7nTugxPltirsijjCevaAYyrE/+6Q1D3LG5U=,1,0,,7,20130621
nvyA85hrT7TBB+SOxkgj6torbuwEKQ4X/yVlMZcV1TU=,1,0,,7,20140222
MGK2CJSxLY1QXUxLU6H56PyCEfII/ffcj5yAnePLC90=,13,21,female,9,20150617
PyWCYFfPTr0ETtjgB/j7tr5HNvQ++TeqrdTShAoghiY=,13,20,female,9,20070816
DAMC2bfvW7NW+75NLnxvoirvgSbok2W1AzrMpgKRe6Y=,22,0,,9,20140410
fVe9QkrrkCKlbO1lpk06zX9iqlf+Qq5WI8gmQnqSzBw=,4,24,male,9,20150608
JiIhp10SWO5JhEGB4vs6Y/Ue48tUV0xPkq5lAr+gUoE=,1,0,,4,20151206
xTonRLHk60ocg8D5V2qZZloO1e40ubypQU8GUkaDTWc=,1,17,,9,20151215
1QM+XlJJ4PGDkxrpzVXwxml8VfdOtpIZIvfM3w6CMtg=,13,34,female,3,20121012
/NMamNaPC2HAeJG9hR/NpU453sXJPWKZ/KE+qJsLitg=,1,0,,7,20140313
TF53i8Xpg5kVzrQltz/80WDIryhC1W43fxoXjs5BlJM=,13,23,female,9,20110816
yuLHXgqHtr82RsK/OVQ5SYdnl9e3kHIm0XaguMJFzew=,8,25,male,9,20060922
chx7+YjPLnzPGnPiJ9dBCwOkGsV49f6LK48EQZNMpwM=,1,0,,9,20150326
cdCvJi7NlmQ604bq+Uoj9NTXRDSDbTtS+F2QXuG1qZE=,7,48,male,9,20120501
XiC1a9N7RWcYLoSnN2UPBAhizqYaBIGNtdGQ7Ne6zs4=,13,26,female,7,20110422
A6XQ4WPKaRjbFMqU7bUSA+11FCChUQo1fBEAjdKJ+zw=,1,0,,7,20120107
bCUvKR7Eu5eqsmh1T/d0Q+YCJ2GSiHJXAlPwDKoPF7E=,8,29,male,9,20090629
ngdkH1ffgsuL5oVcQ38A4fUa/3e9+kAnhjUaD9Wz+nM=,5,35,male,3,20120411
YkyL1dEMDdVNTLSuLCuCNldVJdEr+iSNSTHENg9nKW8=,15,36,female,7,20120321
/un21+fJ2hoYPnyOSmZfsAdQaVr/nzzI8JJN+7FY0VI=,6,22,female,9,20070204
7EV/jka54JUwN+X3AB4XwkwXODJNRctuqwf9SgeMPcA=,1,20,male,4,20151017
zNLZsumRfEQZPw4xr6lta3uaxgWjwyBhVmIwE/Uaomk=,9,28,female,3,20150528
1PR+hKJQYMXEJh8bOsAxNi1fdreCoJdcHM1rHuZEOsQ=,14,23,male,9,20070325
gk/zm9JseWQnAmxs8Ndpj7J7XSaJDw2YE4oMMIKu6qA=,5,0,,9,20130213
r1752G+/ZBcfMJu37KohxQseyOvF344ArLKIVrmtlHo=,12,30,male,3,20121122
JmCpTFm5y5/BXeJD4vqxU5p2zIfBSDH4RM9jM2XheR8=,11,23,male,9,20110731
4ugVLesbAAq8IhWtEupKgL/govh2luGtMI1R3FJzqpY=,1,0,,7,20150809
DGnrubbq1qwf/SlFSf3OzJAxk8qoyu0bXfNG0edEp8o=,15,26,male,9,20091114
MVwFT1I78jTeM++kKsDlLzs3njuLKhdh+WDEfg6Ed/8=,5,27,male,3,20150209
kra1KoCyKxwE5Qxi2bZY2Y+nd5YovRGT81WZiHG6c30=,1,0,,7,20150926
gwGePzyrddyUZeSPL7SyXqHVriey/4n7GI3hrZFnBf4=,14,0,,4,20151014
5N4AapL5ZPzWUPkH6pDk+R4NdI5JUYBwP3Aii59PKiI=,1,0,,3,20130608
OiO2+C3qK3jqr/vNvZqS83i/BAKmcV5E+hedWKGZeCM=,17,30,female,7,20110306
Z/BU3OfuPmoqVJjGvm3iM26u2bovUeH9GTI5AgRFoXI=,15,26,male,9,20120525
66naSUyDpxr+W8VE/1rCa3ctZk9mF2l8kjtDq0drrxQ=,1,0,,7,20150703
IhFmdpUTgIFE0X8COrZccV7lLIvYeE5AN4VsZTPntAA=,1,0,,3,20140220
ymmpTHaHt6VuH8cTb0CYT1lkwCvm9clo9czpA0+6gjs=,1,0,,7,20121001
JbbjlZrK1i+Zy2UiogiGW5lYk8WucLk3USUUrYDbpcs=,6,26,male,3,20150625
MOTlRvtPxYRBSIJTgEVk4rcsrAyv/vzMvc/TNUcMx2g=,1,0,,7,20150826
sJCIrA4pwgNtTEDr+Pd0NHP5SIQqlIlqDhDlfRHkJ3A=,15,31,male,9,20120804
PoKoMLafUfIFRSS+qjsGUfaMWt6zK2iWU7sVsJHJJOo=,9,31,male,3,20130518
0BOKywIYZTcNiRa3vQK+QKPDayQjmENLtP+yXevtBks=,22,29,male,9,20080701
IsqqqLAKAThclbNx7Q6hWRjyc/cd94vr+B6BJI3d918=,13,0,,7,20140217
1igrknMgff97F6S0KW9v0jMIysRMYxh3duTU7913Xa4=,4,30,male,9,20081218
O8yOQK05hp9qkNoDRsUCBb4s505Ulrj7hIoXamGk038=,1,0,male,3,20150312
CEJtmfMYybk6oAxf+uBJq9sRv077NNZ+3J0f92AoANc=,1,0,,7,20110413
/B9nmsmpWnCt4YPYq+LJoT2W6YnzBghJOL1jnP5yCYU=,5,0,female,7,20130505
mMUgllbpQndHKTMshOTPRXikSZ3G7I7gnE6+JVl5GcI=,18,24,female,9,20130702
LiDWaNojdormDilfEW8Dq/1bVI4XhTOP3TqfTtNu9gg=,1,19,female,7,20130720
KZev2u2UGJFIRuYnjIU6VcjB9NBS216XJXCavvMxAXw=,1,0,,7,20151112
Uj7gZlhKCaeIHSxWTXQRFAtV+flA41u+7n83LcTD5S8=,1,0,,7,20131031
2hmEYwZVBy3ysZhee9JZn7bcn3my4XnbwKw/JZLuGew=,1,0,,7,20131128
t91a0UZBSkamr62XWMq5AefYnhkTnrF+H5eN55NMw30=,5,0,,3,20130220
RFONT8hFMSuA1hc2SUZpvMKaCFNofKtYYZFF0QksEJE=,13,20,male,7,20141010
f7gD+0DlYuo5yB/kYPXUidXbygjkffWJENOa9bgs+4U=,5,26,female,3,20130707
2xpRhPo0/jAOFQxEFElCsSks1C0XvHrK2MhtypW6SI0=,21,38,female,9,20040916
Um7UTwUEEB7itvfWUf1rWOMpYPGpxQ77Z+gNGh7HKzI=,13,52,female,9,20090719
eIarUGuW4PvtNwRCy1bNKoXcDV98vKQ3+D6wjPF82Jw=,1,0,,7,20150729
P/Epb+XWjlZZL8xa9FFYrX9N77dTUtB3+vgNWD/oklI=,9,24,female,3,20120220
7S9YJ94u7vVIU2WzEExQpi0XBFezcS/NAbBXT1EuC0M=,11,31,female,3,20120804
By2VF7RteBRsOo5Jo+nTzDO3Vyl0xf/psi0riKsvy1E=,1,0,,7,20120206
EC6WJwfqB4Qokjtw8DJkvSel3nIH1LVHILQBz84MEdU=,18,27,male,9,20061110
kzIGDDQFVfpOA6SZul/XXd0d1b6vbKLkox6Dm8jDqOc=,13,23,female,9,20130701
L0wWXIVqOrZkyYBTvg+PITZKF+MNf7k0J01MDhotv0k=,15,28,male,9,20150620
65CV5MwoOxg/UEac/YT9iDEvWTdhy9T55Fvw4R7dea0=,5,32,female,9,20070417
6T3Itp7gdMlY1fKlAIu7UogYyZmszgwwjsr+PTuOx90=,1,0,,3,20140308
mpUUNOywWAq21l7I/Fw1xmodpg4ntWNSyISgZZTDx/8=,15,0,,7,20101128
W1sCyveeZLYK/C+s81kVEBU6FaxBmNh3HCjjKIILEGQ=,4,25,male,3,20151008
mqYVcZvPUNjejMReW6k5gkGjqXMjMNK32UiMHXD7WCs=,1,0,,7,20101014
N6L9bJo4i8nAWKgaaWvVLHbXD17AY9KolHU/aDsZb84=,4,36,male,9,20040727
Gkf9+R6SAtt+HS+YB8uhwpY7hjW6GEO98RwbCyWv2Q4=,13,17,male,3,20131019
y1vjPqUx12TaNKH0RGV8khul6zBXW5Ez9sJHF43mShw=,6,26,female,7,20120210
vn/GwVn/pnDnyfwvKwSEtXKDr0sIBZ/OZYO5KMO111M=,12,32,male,9,20100702
PFNEYDTZYaieF8sBRbv/EqDk1cJZbhpAGI3VkxL1WIU=,1,0,,9,20150817
teyB+wgMZ0PdcR4CsuvhtIGq8NaLBBHVLcubWdvzSLM=,1,0,,7,20130809
l533hQKRR+gNCdvy9fLDiPIgMHbOwkaPuFI38mI8kQ0=,13,19,female,3,20130705
VGAQK4YNxdjNPmSSzOzcrLomUd4NXD8MEnIba+ZtIuw=,1,0,,7,20130324
1olzGkFep86NZ2xQVbY/Atk+fIsfuOVx8NmuM0T+TnM=,5,21,male,9,20140914
1lRaxqQId9c8XP0O7iXNlUKxSI5qBLkYwwnKNH9dOCw=,13,34,male,9,20110809
4H+yZGsolT4+uwcGZCzqLGFK/oyZLq4agdDpaNxSlBM=,1,0,,7,20130607
URtqhwExQbyx6gQJTFv1HLBlrtD+LttEx11LfW4ybqI=,8,20,male,9,20100726
i/FY9UX/0El4JpIwmLQVPTXFZeYUSf8wnTOmwaiImRw=,14,21,male,3,20130709
5e0H2lxQT7MPxMhlrt9kFmKnHpgl4JivOeMcIO0hhm4=,18,28,male,9,20050220
whfotSDwznmkR3t9hMFXs19gAcEcWiBJzClm3UWAVZw=,22,25,male,7,20130704
FkiS6pjJKkwnR2SoFsZvuVF4KQHqvfZQZ0qSlEBx/bQ=,5,18,male,3,20131026
WltghVHCj3kswCraIg8c9Yl17pGU+2T9ETavq/GnpS4=,9,0,,3,20131005
TYHpbptvXR3h8dPmKOilqrCXoa2AMPYIz/Grw7/a99g=,13,28,female,9,20110618
P9QZv+GqXna9/OvnF0CfQsmDEuYNIxXY8Xcys7Ra3OY=,12,19,male,7,20130706
3L+jgDXaXmm2qQ0w3oUa1D+Y7vt6GZ5oZYlsoQG1KRI=,12,27,male,9,20051116
nIjY/O4uvwwrICHGcqof6O0V/0Ov7AF1Z+vinf0e/xw=,1,0,,7,20151118
Gmi4DPd2A6VzRCT0JAqd2N5HA7w5RVzAWzUq5jFmFRw=,1,0,,9,20150727
7vhiGW88FlrIyRm2xASyJ9uVtost3olCCKkxszTquck=,13,39,female,3,20130829
UkfSq7kOWAnRP2LbTed1uNdLb1YPIatACWaV238G1IM=,1,0,,7,20131129
Aqe3b24boqSn680hMsN/u7QqZi3/xkqK/8fVwcWsQHE=,22,28,male,3,20151018
EjFy5+PJZMM1M3MCV6+jukpHDkpPO3m5mhfuQ0o0ltI=,5,22,male,9,20090813
8AWRKF4qTIazIcgeJLNLTKNYTzIMyaKINUzl2tZ1jhs=,4,30,female,3,20140322
uEQuxsQoBzlKZq70+X+k6XXTZcmHa3KpBkoeQuIBeFM=,13,22,female,7,20150117
WXxFDfZ0UW5cJwFoL607gEL/sKjAzg3a2kQ42A65gAI=,21,21,female,3,20141105
iDYB2d0b6YOL2z/yqgfrQ5Ke3IVAJ2B3fHEcixp57Rk=,1,0,,7,20150803
vCrvuhsMo5pCDnMoN4g3Z7tzuoFeE7WN1qOGixZei9c=,1,0,,7,20151121
9l6nXWaCUVbvfU2CSxjbEmqy8pxX3TQ77VQhi9Nmh38=,13,21,male,9,20101009
vwHjUGmtCI3+Z5TjEwCv05aDF3JyVc0FUkH9m7B3Ids=,14,36,male,9,20101001
0sGcTf196/XFmr5uicMQUJ0Pdbd9xKQ9E+ophVTNwbg=,1,0,,7,20120208
CQE7M6AooWA6yphEGNJQxQ0Fzn9+7DBI1kCsDDKgMM0=,1,0,,7,20100925
bpU/0xAupXHBUCvqACiu9ot9TnZ/QFkEZqVI6HPOr9E=,5,28,female,9,20081123
tclzUMrf/oMRpBQvHCEam5qDGMtmlphD2d+xvj9r/5E=,13,22,male,3,20140923
RMSHDywuIHoNTpLFeP3p95WFQr5/PWVZf+xpjiGa7Js=,1,0,,7,20131026
r2kAMP2U/rXXyjvGvF6ROQ+uXqScI/8ahs9KKrVcuXU=,5,28,male,9,20120305
Vdv0n+4Fv8oeNRlmdDLwB4b3RFtkwliXjKl2INK2B/k=,5,36,female,9,20080412
N6CUtfxovAzrdLtfGpsqZnwYqJlfDl5b4HpIWulL/Y0=,1,0,,7,20150713
PJ8+sPqkRch+rehPQXT5CTchVk2H7jo2+1eASIFFC7g=,4,39,female,9,20100628
qOTMIYEz5fWlmJnlTqFKZGXd81JDZ4YbYJCAD1iRzV8=,13,39,male,7,20110118
a2qYqE+4le6r8pMawlOoTTl1STKEElNiI8LA8Xflzh8=,1,0,,7,20150801
wJ4DeheH5CO1Ko0/d2NDFZl9kNnmtevCwzjNo9unCYA=,22,23,male,3,20130213
V7DLHkufReVNBgL1Kg0I6IJP6LK9WrQFkNGeyrcq/D0=,17,41,female,9,20111205
FQupzhE1fMjxzBHUk3xTxhJU5bzUTN+vbMfCZoda5W8=,5,26,male,9,20080316
6YRdQXcuHvM6rRodkvny+TMwJo7/bQ9UP/8kGt1YulM=,13,33,male,3,20141128
WLyCrMPeFVg3Yd4/ZvD5YPi8pwI0+zPGTb9zH7y8c9w=,5,39,male,9,20070619
zXVCMPppAp2xkmFvya2XAlLBcNNNaCy9EWRgOjuAsEA=,1,0,,9,20120516
7MIAqgHyafCEXchL+znYYUZlWhq36OcMn7UkWxzhiWQ=,13,0,,3,20130129
UWr254xf2Vf1+ttywEKDykhqZjM0c2wiPq3XhssBeps=,5,40,female,3,20130211
Nqlmp/XU8KFA/25J+lY/7L3Rv8dLJJik+8I6l27g3iQ=,1,0,,7,20150723
ey+FpvEP+4sU43JxzHgA3f4Ps8knUJSF7za+mVe4L/U=,15,27,male,3,20150314
cQa669MNpgKPeovTTgnsEzpcuRx+1BsEA893DV2qq14=,4,0,,9,20141123
Y5Q0vyALPlPj8aKQi7dpvjVbBao4pcHSbbdR+aCzKNQ=,1,0,,9,20150811
bFpj9gI6rZ0WCjISPlUSz60s76fACSa5/1RoNYFyaTk=,13,0,,7,20130221
247v1WMhtAph2fQkTR00qd/0F5J46RL0Mh9T1A3IqyQ=,1,0,,4,20151231
Tr2Yz21otjj26yYOGescoXXwWMVeh6yaIh25+5iLdms=,1,0,,3,20130325
UmLd6NN5c3PfU5T2By++dTAbYxvBC34BzRoUOQd4eTc=,22,24,female,9,20120607
CF2SqLiWo3Jqcu4c++srHIAxEejWmlHic5FkLKDnvbw=,5,26,male,7,20150707
yh+G98e2jJDwA5yvSmLXihyox5cd1o2+cbOGf+3Cg1U=,1,0,,9,20150403
mZSJmZFFdMuNzqlEopQfe666l//r3sCxsDsn7FKZWvU=,4,34,female,3,20120109
cglZqRG9YKEke6zNEuucAH3yPtOMiXjRGVj1yhjAlhw=,18,25,female,9,20150928
JG29buxZLCt62t18i4/IKuj1VdiH2zBbluKNGNLAqwE=,3,21,male,9,20130512
cVJkhidgK7D3NVKIqbkZ/MK1FO8E596AZ3rQe+eSIL0=,5,41,male,9,20070415
MnijT7IQlsz0QU3Qz01TcqRy9zRX/NNQDgpmEBn+Dlo=,1,0,,7,20150703
W+G003eWA3FnpzpPELxCa42MVKNcs9+IuWwnZPcNd1A=,3,42,female,9,20070719
UddDC+VhRrPH4NIuVkY2HAOQf02Cn4o7NbnYF3ArjpA=,1,0,,3,20140510
VJ7HomZFLgVBsem3Sfii8J/Ws0zViUIvH6cfHU+2aJs=,1,0,,7,20151114
1/ZzO8W7eIvmWdTZvSSjfCgjkqY9/pgxioxoiC9njb0=,5,28,female,9,20110626
OJOPcZvqj4gulFtgSS1YtKbkckDzBy4i8kzwe/oht9w=,20,34,male,7,20130315
x18A8qbzvPBb2J5DL1mfXlSnMHCtIMFp+7T7wC8WYV4=,18,22,female,9,20130222
+UrUtKgKaK4kYnn92Lut1ghnoQK3pWh5PBsTgst57YI=,1,0,,3,20131209
d2yaYB1KCwMwp24vM5QVD3hdEUvQvBs/Y9IZQOUsNIw=,5,0,,9,20101120
wLKWpM7hn/3fYP87reIao9aT6zBJ9lvFOVWeollw3cA=,1,0,,7,20150929
6JIJtf/JS0tnJD5gzFefAsRa/8tsYUXWiJZOz1I13EE=,22,20,male,3,20150406
8B69/5jXMEgfo+x033infirEQIU4XxKzMqht8hvfQIc=,1,0,,7,20140706
XGfRcq4SS33Ikh5v2ppjGtJswzpP69eDhk7JP1nNlj8=,1,0,,4,20151223
CYzJgZB73pn7gZPjNgF9aJceHzRrjHEH9eXKJVH95xg=,1,0,,9,20120424
gol+akTMvMi3xz0EsLFkY9XZOdsJ2wAz4H+ju67d3XQ=,21,21,female,3,20130121
q+XoU24d0lBt2EhjmTgB9p3c7tJW1xczSn0MWGNjXVQ=,14,35,female,3,20130213
lwAPgs20VT+bgol6zWzWBZWTjH5bHz7f98cJHgHWGBE=,10,32,female,9,20070113
OOyvrIR+ty0ydfOL0Ev/XzsPZio4r0sW2r7A0ylXDd8=,4,34,female,9,20080830
3v/eUso2te+KoPCEl0QzKXmwFL1XAeJsitWsgVXg+Jw=,13,27,female,9,20150527
HACUIE7uzi/BIkiNnCcX+4CNqJGrx57oWAsFTFzPTHw=,22,39,female,9,20060320
JtOH3PIoPOTvJrhzek37sOOVESHNMZie/lvcvMW1dB8=,1,0,,7,20110326
jCzyVqRIQ26qjT6yENx76hZz35IuX/d5jMjDctbvQj0=,1,0,,7,20141212
otJW/V7eHWnyFaTVR/ES/XXxGEtj0//q3CjjHNBiRVU=,1,0,,7,20150826
zmjRZOLxTh/+UaRI/fAt3hcOMizSHbo2Fglw6kz5t2U=,1,0,,9,20141205
hKI3VImYvVCAxvTVUoT6jrm0eED3XVWiAXDuZmX5KUk=,4,0,,9,20131024
JaVaSyfrhfGVAHtAUx85dEyo09B8DrpFUbZfHU+vf2s=,13,20,female,3,20130126
znNwgv2vBbh6R0qR2cNgbTqgyMK+Smwh8/6g9ZgqN+I=,13,0,,3,20121202
Vfckdyco6GUuC74mIdBAUqTCf3sqc/QU05OTYG4ItzI=,1,0,,7,20101115
w6KWGmrHgJKfg9XAT4JDiJs/joIABJE8yxp1iRKCc4E=,8,32,female,9,20150815
kQ0i5289jU1KdiRDkURcWJElOrq0dq1r1clkI3k0XaU=,7,29,male,3,20130728
hexJ399LSUNFVyCDTZBRsUpkOA7UCkicwWSB/09u6eU=,1,24,male,3,20151224
LFbm+amv4d3OhmkpwhaXqv+WVYQ1CWgb2S+2p+bwZvI=,22,21,male,9,20130610
LUNZs5dDS7PJnCzIuPE4xyQgCddQf3PlzkDjq7CjecQ=,6,33,female,9,20090215
7O/7Z6zzSW3JdSe5k1Ou8/GJE2zy5qAsEv1F0IoQk84=,22,0,,3,20130813
5IO0q9wp1FKDvaoThozbwbgNzBoVKAj8qufUq3ZEfHw=,1,0,,7,20130705
Oc6GBNqiUMfVPdoDO/gZ1w/m+TzKGlw8MUXeFOAOWW4=,4,19,male,4,20151008
yPBj/AnxaZsmNqs5ykmTVt1oh0WFbkpdfVsHj4M+b5w=,3,31,female,9,20101227
o1UgLgEdm6w8K7XL3ohW+Y2Fj1gqzTvOm8BRK6E+3IM=,1,0,,7,20110429
rlrifoFAEhVxrklfQQH6fERzi/CocHynkr2lW4Ul08k=,1,0,,7,20151126
oHwJgNmXLNrFYfxXaYC4oKrxlowyI/hhxxtKhoQJrGM=,1,0,,7,20130714
t6k+mOBC/c+5IGKA9HKMhwh5vnGVZL8+MQqxi7gDlqM=,1,0,,7,20151121
lMCbYS5YfSev6qV3f+itTg7ahid0Iom7V7MEHJW+niA=,1,0,,7,20100821
833QsQGblzOFRBeNefmWLmQfC7NfimAzEjUdw6ehb18=,5,37,male,9,20080506
xoH1MV4F8l7TBPHdgPRjyKpYZ9m73DFN9PLxePvj6pM=,5,37,male,9,20100927
m+Ke2Mp/8bZdeCdYLmOGQy9XswAH3ReCF9PYfLXr4xQ=,22,0,female,3,20140920
COrbZModIEhqE1SqpoQz3RfRZhPQblJDUti2LSXLaIo=,5,23,male,9,20150912
EWwR9G8YkPIbt6kvKsr+L0VXIN9wOUa/WBiaSgZH7ps=,4,21,female,9,20071202
jjBejwf8kfCViJGhfeKSw4dqfL1RnvocRaIHw5iGAt4=,1,0,,7,20121024
dyF9oxeq4mHVeGnx0MC7Rg8FqeVxSKFuFCzKf3gjAaU=,6,21,female,3,20141122
jtotMIKDnUPsvmflO/MwVeIWD7P9KqdVezRyAI/+QH4=,1,0,,7,20150905
qAojCP/NXfuylDgYmFGXAHfeGlamgdGXG0Jr1ZFLtoE=,1,0,,9,20120217
+PGddrE6r/L8odNnDuMSqqn2cOZNFASjjd37DqtZunM=,13,25,male,3,20130118
vEFR6P1c5lf1Uv/4uqWQ10ZOl6ebInJ4aV3LSw5GVeE=,1,0,,9,20140922
SlYhLYFmUw+K17xKV1A8X1tzJqCpjfIQtFMwvceaDfM=,1,0,,9,20150919
pFk1QWeFZ69C2C4MqIbdYBTGFIt/yc0WZTFsAXXsGU0=,1,0,,7,20110808
bZndPMHpzyXTFWi08Pz1VSdmSXR5a/Nq5yQ3sgX6970=,13,0,,9,20151102
ONCo36uGKPF123NYPDT8v3KgKDWmD6Az3qmz5KWH81Q=,6,21,male,3,20140516
FSWL99aIXFpSQpJfifXplyl3mZnLwq5JG3vEGVQOQSM=,5,39,female,9,20050918
nT66FRAwbzoFRev6KAO6xN5RMd2WZHKiIV9p6rcOM6s=,13,27,male,3,20140923
R/5F1UrZ8btAORuZK/RN9sBRwUt9F2QqYMe+MK4lR2w=,1,0,,7,20151009
YQVp8gc2iAYuRcwbIxi0aQ/XLHVfV/s5hubMlc5zMbA=,1,0,,7,20110908
or0A4dl5DJAhqkVIqmMoEqNE/VFkXWSE50hG5A7B6Gc=,4,41,male,9,20150722
IZ/kA+NgR3YcTQB9+BbESPMw4tXaZsBKAerOs9AW0rQ=,1,0,,7,20151023
LobhViNhTHsWNV0Piqx3MlkFj25u/d7bd/rxKYjw/y0=,13,52,male,9,20140516
nZAlAM8VplEeeM2fbtwy2dMvVL+L/afWu08NoGWB2Ao=,1,0,,9,20150108
SkYxeL06aK996ZDuU/+kHfG12YHy7Bhjs5AkQLIJshI=,13,23,,7,20140324
Wfwgx9B1kolVzdEjtv5I4DaTp+Ndzssq5fo3J/CoRSU=,1,0,,9,20130319
8rvFo5pC8KPo4f2sirFp+I3ucXoD8wWc+PhOhlGT8hM=,13,35,female,3,20150308
ki+glOGQ/gcKgx2EHyzKOwv9iifqhaN/1BMMeK4LcDc=,13,38,male,7,20101104
qiXJ8vVr15kilnWMakr9FvFanyIKyWc8D7vWSPUx3cg=,22,24,female,7,20121104
V22wTyTlo/UaTvsixbsLm6WrVs7SzgeiJ9ifeMR8ayA=,1,0,,7,20151211
3EUyHygEnKYH1NggrfKos+jOx2zIdf3nLh4VwwHGPcI=,6,29,female,3,20130623
GPbhSIAcvhlgNhYLnuMUVDlPMeUx4I9w5e4YsHR2MVw=,6,53,male,7,20110111
5GEW/xSnoe/fPdu6q+xkW3iZkueNryJ+lHjLXkUmVB0=,22,26,female,9,20130908
TcmT5fbLjwGM8oQot1PMVSSe3T6ZBEPD9Kwphxuy7vA=,5,37,female,3,20111223
jHgjl9T/rEyH8PaK69Xt2vJ7/s8ONNLJBqGVHZrjmVM=,1,0,,7,20141019
Z87A+lEQh0SKbjOFzSYSD18PwJfPWNoiWmIJ+VGpRQA=,5,0,,9,20141130
GaN8kAi+/kKK6j1/eNek2D6+oLcBL644HudhpRURbwo=,1,0,,7,20140415
bjrPQWldIx6kc4XfmC/HMw4/9eURJSG16IIIO1C1MwM=,13,33,female,3,20120310
Wb1Tc/dDqPuvmS9jJ21PSxPpDWDmIHWzHwO7x5K/vUg=,13,31,male,7,20131109
EldF3YInTx7AXH7bivNn+w5wnXdpOTT+LSLqFxNPZD8=,5,48,male,3,20150812
JvFVdtNs5+ifJesMqsAeoqC+7XAk2Wlg0aQqAYH2a24=,1,0,,7,20150728
o4s84ILFUU+cYUydsO7Og84B3dPNMmMS3BDEigErivQ=,4,34,female,7,20120404
PhNoSN35Fac2/VWO6I5axEWpQutHKDwkjYD2AypErYU=,6,24,female,3,20140819
I6qj+BpMW6/UNWT/K6JPFbwmxJ5+yutueQaFGenFEGM=,5,15,female,3,20141025
TOIu/Ip7iQrut8K48zAtuIGiSytko6L2dbijXltS1wc=,18,24,male,9,20120209
vmeypW/jKxDh1tovwBw+QDkqUlGoVtGy7b3Bpdobv7w=,1,0,,7,20150727
g+8Mcm3qmZSQElOin7udGHkGO7DYMQMFc0B8Na/6xgY=,1,0,,7,20151227
L/WPtqHRHJq2MlYz4/RxXkCbEqJpLNS61CJCV0qPjBA=,13,33,male,7,20150414
pwT07t9B0sNfB8zQkuApGk6sSKR9e2IoYof2vr4WgaI=,1,0,,7,20151005
8EruC0kK1jLlusOhqhKTGTchuMAxAYq490b20qGo+/c=,22,0,,3,20131215
